A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
132,42.62090329404245,1.0,0.3665744369725645,107.75151066633386,1.5,0.26391308228276694,292.83224905222903,10.0,0.28621933204403965,204.611073004515,1.0,0.4979040217750816,31.481234812269225,1.0,0.869317010779593,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,policy 0,dikesnet
83,222.91894261496572,1.5,0.3579838322711794,327.8879747402555,1.0,0.5127649081371608,219.1280172562208,1.0,0.14542810847562165,245.06906194057223,1.0,0.9358991234100474,307.8153711655663,1.5,0.736116731880958,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,policy 0,dikesnet
12,139.8777940692607,1.5,0.7510418466811577,208.70947220340787,10.0,0.33484305916252144,225.029613792764,1.0,0.748240264241106,212.68060292224905,1.0,0.4940098299840479,33.42991812057731,10.0,0.4902440000857965,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,policy 0,dikesnet
4,256.87737827841886,1.0,0.5586032593393061,83.64488049293526,1.5,0.7665162225079993,326.19077459624873,1.0,0.44770670580665317,317.1302514260747,10.0,0.05685123583512117,277.3458355636772,10.0,0.1059580814263142,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,policy 0,dikesnet
53,123.21763146249558,1.0,0.16875471561596284,247.63829301130244,10.0,0.9169427406034508,185.62570827554669,10.0,0.9903724967920341,330.2238073406403,10.0,0.4219320840254092,192.20955215529256,1.5,0.5424998696689991,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,policy 0,dikesnet
70,58.631016143977774,10.0,0.4572378603313207,326.90828858865143,1.0,0.02130225774555979,236.202086795917,1.0,0.20979999621553416,329.23197132183526,1.5,0.11406706834362237,203.1287661581931,1.0,0.4514590079115599,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271,policy 0,dikesnet
49,207.4290099847688,1.5,0.7752812270081906,64.40021701705467,1.5,0.5089955039055787,215.02594377319426,1.5,0.9225389480414189,116.29473093540878,1.5,0.09428999124285672,337.9661824541461,10.0,0.938443890871418,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,policy 0,dikesnet
117,135.7333128699084,1.5,0.4086189252922508,269.9139001747489,1.5,0.3481237100387896,280.0768212736079,10.0,0.5823620656242549,213.7665887723096,10.0,0.05325709679242761,133.57864707358323,1.0,0.06591262791471313,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,policy 0,dikesnet
94,76.52160934835595,10.0,0.49583280539733027,120.98616443032896,10.0,0.9086161896102432,159.87740014127692,10.0,0.44589459944463766,291.45363556582095,1.0,0.5790599077223466,216.30784678171096,1.0,0.678756033054126,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,policy 0,dikesnet
80,280.39002213211194,10.0,0.8301178886542953,56.308122266800986,1.5,0.059174401232428474,31.319935285212686,10.0,0.9855215066434693,39.06616416335724,1.0,0.505528082907028,247.53623319977808,1.5,0.2433943581235162,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,policy 0,dikesnet
40,242.18832703162616,1.0,0.09114668679673349,197.79313675728847,1.0,0.8408633628738071,48.3181276690803,10.0,0.8774956523333234,74.97915645211194,1.0,0.3996297754042466,297.7617328686845,1.0,0.9359467995781736,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,policy 0,dikesnet
33,138.0123772195476,10.0,0.24073464112278403,303.3767896748619,1.5,0.5088419750117877,57.1255807158474,1.5,0.5096619078375823,346.49553339462153,1.0,0.41967974685029585,140.32140333217143,1.0,0.4176111086712142,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,policy 0,dikesnet
96,165.00388767946328,1.0,0.5485261383320192,168.36679280549137,10.0,0.9815822949681411,265.32375935007326,10.0,0.9196909741797038,35.354474012523326,10.0,0.5711540533385476,242.5872652192878,1.5,0.6704289312720126,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,policy 0,dikesnet
84,53.942965536289705,1.5,0.33374139296122174,31.21945006071563,1.5,0.8106609805226349,315.8588367100389,10.0,0.17818634339146944,36.11510935300977,1.5,0.982213290960271,38.27742165232729,1.5,0.2960062354803492,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,policy 0,dikesnet
59,170.44255339758158,1.0,0.24317213502882956,189.9465197140611,1.0,0.29717220859678994,77.89273368569037,1.0,0.045343906833815874,184.6575693451683,1.5,0.2207242098639499,337.3282544802863,1.0,0.6090279276881937,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,policy 0,dikesnet
31,312.62168888662336,1.5,0.5731294270917437,38.62919580469816,10.0,0.4964471199256013,172.10710253830968,1.0,0.5131875011282556,135.33548462283318,1.0,0.7371507461483728,134.91649933021193,1.5,0.6559609472931458,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,policy 0,dikesnet
19,257.1904885787128,1.0,0.6688815358404924,265.0264865027893,10.0,0.20390522607038486,109.9197337895489,10.0,0.6763322355291373,34.92590467971927,10.0,0.4440681779861434,265.82170190068155,1.5,0.7830470561498971,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282,policy 0,dikesnet
10,208.93295869334625,10.0,0.4732687422293335,147.7088369189545,1.5,0.7331900067862553,206.68764170329717,1.0,0.0927646894319436,75.39593477144818,1.5,0.23440601661282262,347.03339763656703,1.5,0.4497772934943494,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,policy 0,dikesnet
28,312.4454895061448,1.0,0.8677707416918392,220.27848384984856,10.0,0.8866720856297766,99.64715424201336,1.5,0.40859609393248963,60.7917261383219,10.0,0.5490699517906362,206.315955556883,1.0,0.48099773824393505,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,policy 0,dikesnet
81,275.89066805313615,1.0,0.5752770185166327,345.0328620314462,1.0,0.05520632211438505,314.0338074701105,10.0,0.7881763324004202,337.2320257766683,1.0,0.6797199901467396,275.476911130561,1.5,0.13024969624152163,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,policy 0,dikesnet
77,246.76674741981654,10.0,0.581404881468271,225.41589351702953,10.0,0.6305130139857572,257.9828228792415,1.0,0.35309104162004573,185.63850233410068,1.0,0.3106279397886088,104.75760282210831,1.5,0.7874200477307441,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286,policy 0,dikesnet
47,129.1633757204049,10.0,0.8855082381912347,331.04578309792726,10.0,0.7948234869725164,347.83359941324983,1.5,0.7215508839751507,226.5534133613521,1.0,0.5553628576364167,263.84488048399345,10.0,0.8496487400103561,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,policy 0,dikesnet
61,249.1227580750854,1.5,0.5416930554847801,69.83610259518349,1.5,0.5723709978211718,224.69223790057578,10.0,0.8674675451695182,196.64575262279672,1.0,0.7927507009114915,292.6694259965342,10.0,0.6097978381254512,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,policy 0,dikesnet
18,263.82917472729554,1.0,0.543260847684618,249.64768647521709,10.0,0.6476271344478322,78.78671137242006,10.0,0.654099480242712,334.72966243394734,1.5,0.16912085083702527,206.50757547830227,1.0,0.8281730233007248,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,policy 0,dikesnet
62,277.8318347539172,10.0,0.7673644525874573,60.62572905912374,10.0,0.7380475707752773,161.35315501564963,1.0,0.7836047769856879,69.80006489074671,1.5,0.0392671598137534,236.78708111792318,10.0,0.8810105774809663,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,policy 0,dikesnet
84,119.58302498622376,1.0,0.8486831624792937,103.09145063979383,10.0,0.029862523284004912,81.27347520147659,10.0,0.3563402006521588,38.071088159476695,1.0,0.5832262431405976,163.21403498895495,1.0,0.5108889878694445,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291,policy 0,dikesnet
13,116.06276134969868,10.0,0.109773851478679,273.30903885716145,10.0,0.6301006929845755,151.85309503105157,1.0,0.5573139190955735,247.2941637865287,1.0,0.25916363802675896,187.78605868416304,1.0,0.5615076228923991,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,policy 0,dikesnet
13,293.3032027425548,1.0,0.48368790354234936,88.1007874216978,1.0,0.8802057332532742,42.865704253216094,10.0,0.3098564184405983,143.8037296040368,10.0,0.7263173206074526,187.2278010805973,1.5,0.7908255788646863,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,policy 0,dikesnet
47,131.44164202953056,10.0,0.5827291823230207,265.48244323468,10.0,0.7161569037677203,300.0733526787797,10.0,0.5585345212108584,258.87664322361024,1.0,0.268237987531397,266.38819431006584,10.0,0.6595813670822345,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,policy 0,dikesnet
106,295.20757284240653,1.5,0.12998228226859368,128.06856302053384,10.0,0.37575349696710353,189.05668377482854,10.0,0.8778076902165629,257.0860945260918,1.5,0.7553229292886522,33.517796891138225,1.0,0.9744525680127392,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,policy 0,dikesnet
91,327.10429083555255,1.0,0.638774637913838,182.74676708586844,1.0,0.6396609026195584,115.29455677189745,1.0,0.8472497387892045,200.0886974063158,10.0,0.9987450308841751,188.2631134876365,1.0,0.7497401661406515,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296,policy 0,dikesnet
107,330.1167281234688,1.0,0.2327889174936907,127.91711297466716,10.0,0.15369892926066178,74.57438408055432,1.5,0.6414124169347694,135.98529051838796,1.5,0.45994045801100536,344.62803180329325,10.0,0.19796868248780009,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297,policy 0,dikesnet
42,348.2189355310741,1.5,0.37522591795184074,200.55980126865683,1.0,0.14640800363458162,166.65796782016946,1.0,0.40418850284321134,233.9712295941829,1.0,0.0662016603488224,139.9041884348502,1.0,0.35199567017365635,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,policy 0,dikesnet
113,310.71187164744697,1.0,0.02352348365670554,87.82853578766422,1.5,0.04042127082286432,340.3589010271485,1.0,0.8650988682695447,280.1600565952418,1.0,0.5767430589047776,171.0350590673534,1.5,0.8061083678304668,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299,policy 0,dikesnet
65,289.21954162063975,1.5,0.3792699950771376,36.50419332556811,10.0,0.4847313940912144,242.74012054308997,1.5,0.20211102960482563,170.1712895715909,1.5,0.5709866703796468,123.16802114382165,1.5,0.8423678824018702,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,policy 0,dikesnet
14,164.4509867221806,10.0,0.03799866591135112,291.75915968022287,10.0,0.17830141108508304,104.51119326466662,1.5,0.5649664073446825,77.4110774104023,10.0,0.5072672028062365,245.48969096731625,1.5,0.36515793579060146,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,policy 0,dikesnet
125,338.0234787758864,1.5,0.6416326410741482,41.697755090714324,1.5,0.02775252149948626,337.2425158750657,10.0,0.5757598832084028,157.64765692984878,1.0,0.4297672696413849,292.3148249713239,10.0,0.3131663445814612,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302,policy 0,dikesnet
3,53.170877159894516,1.0,0.839599693859172,180.51935550954164,1.5,0.8869903049518773,305.96563651472457,1.5,0.9316866657482462,150.0626216600409,1.0,0.7970540879259636,55.68250332692163,1.5,0.13249635464491782,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,policy 0,dikesnet
97,319.1320131576639,10.0,0.5018625804271477,115.77553751267024,10.0,0.22120515404016738,43.82642555416656,10.0,0.6530253873835025,40.9335469540123,10.0,0.5265582169039226,113.44430657658494,10.0,0.008183347342983597,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,policy 0,dikesnet
53,345.01773825664054,1.5,0.20064021456206102,60.730661335812385,1.5,0.7592391212381762,136.81861830195197,1.0,0.654800348856308,260.85791123742234,1.5,0.4416491589055752,50.86621608968637,1.0,0.8682331362951548,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,policy 0,dikesnet
69,92.62824365046696,10.0,0.7414784242820947,129.6272522142487,10.0,0.94633282482417,111.92885614363534,1.5,0.24918570305477522,191.98318659627319,10.0,0.6263250036736565,235.81546945689564,1.0,0.9748092613106583,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,policy 0,dikesnet
31,219.46413068297775,1.5,0.35298929010409996,137.37445111830073,10.0,0.29410325796546366,197.42711044688943,10.0,0.38308115118065383,74.22380522920287,1.0,0.8826332989492011,43.71923794785456,1.0,0.9772286230735653,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,policy 0,dikesnet
97,93.07334408529698,10.0,0.0012350756340933095,241.85997621980644,1.0,0.3070288864559471,305.72211992931244,1.5,0.5551578516358016,240.31541252385128,10.0,0.20833030249657283,276.6295487716544,1.5,0.704684468717111,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,policy 0,dikesnet
61,58.18327159276818,1.5,0.4520783077877838,261.99855813929923,1.5,0.9413425609312063,226.15861337789514,10.0,0.4769731576891095,313.8513591348206,10.0,0.3930721760593238,314.6753186173146,1.5,0.7390457991450926,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,policy 0,dikesnet
62,329.4853541004475,1.0,0.20248805772959558,324.35420555820025,10.0,0.8932083998132709,305.9835042358243,10.0,0.8790878540808563,71.81044762450053,10.0,0.6866670671977979,81.46206367273308,10.0,0.966976928924982,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,policy 0,dikesnet
26,226.84862477810765,10.0,0.17641938048130845,39.77906604472178,10.0,0.3586999351032654,150.80942695013826,10.0,0.574192169905382,82.21088648417783,10.0,0.10614047401013763,38.44307971748962,1.5,0.2098964322516949,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311,policy 0,dikesnet
43,150.87475418712052,1.5,0.845144101183933,221.06413578295354,10.0,0.3917863205846152,228.79075337050918,10.0,0.6583479280188667,327.15893559164584,10.0,0.1383519213248773,286.60475910518426,10.0,0.5226648453355281,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,policy 0,dikesnet
14,326.36278982525033,10.0,0.11089941001391505,94.10840606688974,10.0,0.6873352588353915,71.39642970093976,10.0,0.22052970768700061,243.5892764106654,10.0,0.4206435129953328,171.65424841728145,1.5,0.17458329175572315,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,policy 0,dikesnet
100,338.11806011922727,10.0,0.5187406707222482,87.70728672133916,1.0,0.656471400382842,76.51616137430602,10.0,0.4745423271534365,244.85395133831923,1.0,0.8570783162447368,339.4846442425514,10.0,0.8472043068205806,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314,policy 0,dikesnet
115,288.08356234685857,1.0,0.1627966494133394,81.63383744685758,1.0,0.30007230288493186,166.27482313265358,1.5,0.40934214129444757,177.4437965502441,1.5,0.15855425396530398,86.81749709028973,1.5,0.969040416884254,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315,policy 0,dikesnet
108,65.21267177861571,1.5,0.8421932322880294,261.5396527103645,10.0,0.6522541308920352,266.69313104783305,1.0,0.8664776619840385,151.36516324116985,10.0,0.8784706116500736,267.71209230155637,1.0,0.49812366932580765,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,policy 0,dikesnet
39,130.36562467987068,1.0,0.1487441797633442,75.54298730220336,1.0,0.7391044628149364,72.81821389723748,10.0,0.3969066835680586,205.50390545516566,10.0,0.0334131971996952,151.3343542562164,1.0,0.6233868119416843,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317,policy 0,dikesnet
3,174.28783475895986,10.0,0.9121799346545704,48.375763953233395,1.5,0.5900238253722183,243.5684641387105,1.5,0.8893878578067503,339.43485685598245,1.5,0.027175891434685306,148.18894160302457,1.5,0.376675762668504,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,policy 0,dikesnet
8,267.97339147197533,10.0,0.768790911883676,146.70802900773765,10.0,0.6407751910396374,147.2880799209605,10.0,0.9585634535310079,324.5657351706054,10.0,0.2951242484474632,223.4372219416213,1.5,0.3057230002604172,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,policy 0,dikesnet
51,175.17022763203673,1.5,0.7548081125965618,157.39487968318087,1.0,0.3054141210665588,71.11529850640542,10.0,0.600547186887056,200.4657924466709,10.0,0.910825061883481,327.420659889154,1.0,0.44542108965501265,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,policy 0,dikesnet
2,82.7824922166109,10.0,0.41985536228830733,162.53927813622747,1.5,0.2051172260585402,96.57560852155864,1.0,0.192699146987351,153.06982386850285,1.5,0.1114467397722854,189.86765600350944,10.0,0.8137447904543462,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,policy 0,dikesnet
52,105.62394783603574,10.0,0.9298121169667033,111.52302655685786,1.0,0.8236551205881479,193.47848404760552,1.0,0.41481899845268577,121.4491088216754,10.0,0.18101814680156642,297.8452902555675,1.0,0.7292698004602333,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,policy 0,dikesnet
50,217.93799992740475,1.5,0.44597040018358963,215.14039879775964,1.0,0.4846110075923675,280.41371017380584,10.0,0.027052876312672954,170.0284622442459,1.5,0.01708855952797009,260.6257910591819,1.0,0.6494927546203376,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,policy 0,dikesnet
39,116.14595411519036,1.5,0.0022155668351686976,55.077411680452045,1.0,0.44170822418894756,270.08731382105987,1.5,0.0943075576937378,348.4988988204114,1.0,0.935941309269737,122.65073577575004,10.0,0.8153523810759437,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324,policy 0,dikesnet
69,52.01101240019628,1.5,0.1350988730342397,132.41196166879058,10.0,0.04337965704221938,287.2953095164693,1.5,0.16061832427221248,248.74893017776716,10.0,0.6195821902956666,325.4497161814127,10.0,0.0945814491960989,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,policy 0,dikesnet
113,137.84965513489828,10.0,0.4233324142665859,296.5895238897465,1.5,0.0331036050136442,293.90619002409335,1.5,0.7621977126885829,120.53187221151028,1.5,0.3647241933088266,261.5483921317824,1.0,0.4603687753495629,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,policy 0,dikesnet
123,233.21562311712495,1.0,0.39536607613020347,261.23840977120346,1.5,0.6470999179077395,308.66063297899046,1.0,0.03612639217952228,185.7615695766398,1.0,0.8345061964391783,66.3422491480845,1.0,0.8306817533868847,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,policy 0,dikesnet
59,165.25017127879426,10.0,0.16796869557721025,257.4337501949392,1.5,0.4133672761198882,119.61955041900063,1.5,0.7024366314508242,340.6387889391983,10.0,0.9221999677990501,311.18886968936914,1.5,0.3139579079283282,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,policy 0,dikesnet
110,223.963877716392,1.0,0.8000278411017646,286.8642250098559,1.5,0.14769599584081494,212.2700501582022,10.0,0.9993129695024983,40.77086980994512,10.0,0.7243102901900412,73.01879799873542,10.0,0.6001216183127157,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,policy 0,dikesnet
48,107.30079740347021,1.0,0.5481644115298832,349.0206301973318,10.0,0.6021235570392565,45.33705403727229,10.0,0.8010688777202549,272.3697346514886,1.5,0.32920688380040014,159.77649999372022,10.0,0.7625138325270455,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330,policy 0,dikesnet
45,136.75702636046822,1.5,0.75042327582467,84.21345051585277,10.0,0.9384365332539619,317.1270430909815,10.0,0.49889699660195397,163.98640733543058,1.0,0.35743528187683976,35.55079297781144,1.0,0.21303974483263421,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2331,policy 0,dikesnet
129,308.3513335067218,1.0,0.698695366567183,347.35628930255746,10.0,0.1722715390634652,31.1917165733351,10.0,0.2656467750971111,198.9951004684599,10.0,0.9966654078407989,192.40409041222682,10.0,0.618870585285007,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,policy 0,dikesnet
70,209.99959300945403,1.0,0.7566089552946591,126.34145283401173,1.0,0.1353088601328445,275.8465061581379,1.0,0.07796081815574109,106.82567980061833,1.0,0.07068608060717776,333.5097144281825,1.5,0.6949761320052912,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,policy 0,dikesnet
7,41.55093383874134,10.0,0.7942311388890999,214.94134268720788,1.5,0.7622362132968511,155.2341957920367,1.0,0.18202632110294464,308.06735027894877,1.5,0.2958229016225021,313.42707111831515,1.0,0.3343633633603984,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,policy 0,dikesnet
